SMILES,CID,descriptors,datasets
CCCCCOC1=C(C=C(C=C1)/C=C/C)OC,6437735,"['spicy', 'balsamic', 'floral', 'sweet', 'carnation', 'with spicy', 'tea & clove notes', 'tea', 'aromatic', 'clove', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOC1=C(C=C(C=C1)CC=C)OC,3024287,"['herbal', 'floral', 'spicy']","[""arctander_1960""]"
CCCCCOC1=C(CCC1=O)C,111783,"['floral', 'jasmin', 'green']","[""ifra_2019""]"
CCCCCOC=O,12529,"['earthy', 'green', 'ethereal', 'fruity', 'banana unripe banana', 'banana', 'sweet', 'fresh', 'green-winey odor and taste', 'winey', 'chemical', 'hydrocarbon', 'ether', 'musty', 'moldy', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'other', 'powerful', 'popcorn', 'ripe', 'unripe', 'sharp', 'pungent', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCCOCC1=CC=CC=C1,80800,"['floral', 'fruity', 'somewhat green-herbaceous', 'green', 'herbal']","[""leffingwell""]"
CCCCCOCCCCC,12743,"['metallic', 'green', 'pear', 'ethereal']","[""arctander_1960""]"
CCCCCS,8067,"['gassy', 'sulfuraceous', 'meaty aroma??????', 'meaty', 'offensive', 'garlic', 'vegetable', 'sulfurous', 'fatty', 'roasted', 'green', 'vegetative', 'cabbage', 'broccoli like', 'tropical notes', 'tropical', 'alliaceous', 'bakery', 'chemical', 'hydrocarbon', 'sulphurous', 'food', 'foul', 'fragrant', 'fruity', 'marshy', 'septic', 'nature', 'non-vegetarian', 'popcorn', 'sickening', 'sulphur', 'vegetables', 'brocolli']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCSCCCCC,13382,"['sulfurous', 'alliaceous', 'green', 'vegetative', 'cooked meat note', 'vegetable', 'meaty']","[""leffingwell""]"
CCCCCSS,21251947,"['sweet', 'onion']","[""goodscents""]"
CCCCCSSC,522459,"['onion', 'sulfurous', 'allium', 'green', 'vegetative', 'chive-onion-garlic', 'vegetable', 'alliaceous', 'garlic', 'chemical', 'hydrocarbon', 'sulphurous', 'marshy', 'septic', 'nature', 'sickening', 'sulphur', 'cabbage', 'vegetables']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCCSSCCCCC,8191,"['sulfurous', 'allium', 'savory', 'meaty', 'green', 'vegetative', 'vegetable', 'alliaceous']","[""leffingwell""]"
CCCCC[C@@H](C)C(=O)O,6999928,"['fatty-oily', 'cheese', 'sour', 'somewhat rancid odor', 'fruity', 'nutty taste', 'oily', 'fatty', 'cheesy']","[""leffingwell""]"
CCCCC[C@@H](C)CCC(=O)O,6997340,"['sweaty', 'fatty', 'mutton', 'costus', 'dairy', 'milk odor', 'fatty musty', 'mutton & dairy taste', 'milky']","[""goodscents"", ""leffingwell""]"
CCCCC[C@@H](C)O,6992611,"['sweet', 'fruity', 'fatty', 'oily', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'non-fooditems', 'popcorn', 'rancid', 'putrid', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@@H](C=C)O,2724898,"['musty', 'herbal', 'grassy', 'green', 'moldy', 'earthy', 'aromatic', 'fragrant', 'fruity', 'woody', 'grassy(green', 'sharp)', 'herbaceous', 'popcorn', 'sharp', 'pungent', 'terpenes', 'pine', 'lemon', 'vegetation', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@@H]1CC=CC(=O)O1,642793,"['sweet', 'coconut', 'creamy', 'milky', 'waxy', 'lactonic']","[""goodscents""]"
CCCCC[C@@H]1CCC(=O)O1,11094875,"['sweet', 'fatty', 'soft', 'coconut', 'milky', 'dairy', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@@H]1CCCC(=O)O1,1714996,"['peach', 'sweet', 'milky', 'fruity', 'dairy', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""flavornet"", ""goodscents"", ""sharma_2021b""]"
CCCCC[C@@H]1[C@@H](O1)/C=C/C=O,6427068,"['metallic', 'aldehydic', 'citrus', 'green', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'fragrant', 'fruity', 'herbaceous', 'green beans', 'lemon', 'nosefeel', 'other', 'strong']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@@H]1[C@H](O1)C=O,6429294,"['soapy', 'fruity', 'citrus', 'fatty']","[""goodscents""]"
CCCCC[C@H](C)C(=O)[O-],6999929,"['dairy', 'buttermilk', 'cheese', 'fragrant', 'fruity', 'green', 'microbiological', 'sweaty', 'rancid', 'putrid', 'sharp', 'pungent', 'waxy']","[""sharma_2021b""]"
CCCCC[C@H](C)CCC(=O)O,6997342,"['goaty', 'meaty', 'mutton']","[""goodscents""]"
CCCCC[C@H](C)O,2724897,"['mushroom', 'fatty', 'cheesy bleu cheese', 'oily', 'moldy', 'cheesy', 'dairy', 'cheese', 'earthy', 'musty', 'non-fooditems', 'popcorn', 'rancid', 'putrid']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@H](C=C)O,6992244,"['mushroom', 'melon', 'fruity', 'violet', 'fungal', 'earthy', 'humus', 'powerful mushroom note', 'soft', 'musty', 'moldy', 'floral', 'fragrant', 'lemon', 'microbial', 'nature', 'other', 'popcorn', 'sharp', 'pungent', 'sweet', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCC[C@H]1CC=CC(=O)O1,404821,"['chemical', 'hydrocarbon', 'lactonic', 'dairy', 'creamy', 'milky', 'food', 'meaty', 'fragrant', 'sweet', 'lemon', 'microbiological', 'minty', 'non-citrusfruity', 'non-vegetarian', 'terpenes', 'pine', 'waxy']","[""sharma_2021b""]"
CCCCC[C@H]1CCC(=O)O1,441574,"['fatty', 'coconut', 'moldy', 'strong', 'coconut odor and taste', 'earthy', 'musty', 'popcorn']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCC[C@H]1CCCC(=O)O1,6566010,"['sweet', 'fatty', 'fruity', 'peach', 'buttery', 'bakery', 'caramel', 'dairy', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@H]1OC[C@@H](O1)C,23617539,"['vegetable', 'fruity', 'green', 'waxy', 'food', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@H]1[C@@H](CCC1=O)C(=O)OC,15775286,"['floral', 'rose', 'muguet', 'green', 'jasmin', 'jasmine', 'fragrant', 'fruity', 'nature']","[""goodscents"", ""sharma_2021b""]"
CCCCC[C@H]1[C@@H](O1)/C=C/C=O,15825667,"['metal', 'green']","[""flavornet""]"
CCCCC[C@H]1[C@H](CCC1=O)CC(=O)OC,1738122,"['jasmine', 'floral', 'jasmin', 'fragrant', 'nature']","[""flavornet"", ""goodscents"", ""sharma_2021b""]"
CCCCN,8007,"['fishy ammonia aroma', 'fishy', 'ammonia', 'amine', 'ammoniacal', 'mild ammonia fishy like odor', 'taste', 'on dilution a blue cheese nuance', 'cheesy', 'rancid', 'food', 'meaty', 'non-vegetarian']","[""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],2319,['odorless'],"[""sharma_2021b""]"
CCCCN(CCC(=O)OCC)C(=O)C,104150,['odorless'],"[""sharma_2021b""]"
CCCCN(CCCC)CC(C1=CC(=CC\2=C1C3=C(/C2=C/C4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,6437380,['odorless'],"[""sharma_2021b""]"
CCCCN(CCCC)CCCC,7622,"['fishy', 'animalic', 'ripe cheese notes in dilution', 'ripe', 'cheesy', 'animal']","[""leffingwell""]"
CCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43,10471670,['odorless'],"[""sharma_2021b""]"
CCCCN=C=S,11613,"['green', 'fruity', 'pungent', 'sulfur', 'sulfurous', 'green vegetable', 'hot', 'cabbage', 'mustard', 'radish-like', 'radish', 'vegetable', 'chemical', 'hydrocarbon', 'sulphurous', 'foul', 'fragrant', 'marshy', 'septic', 'nature', 'nosefeel', 'sharp', 'sickening', 'sulphur', 'garlic']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCNC(=O)N,11595,['odorless'],"[""sharma_2021b""]"
CCCCNC1=CC=CC=C1C(=O)OC,10867491,"['anthranilic', 'grape & mandarin notes', 'grape']","[""leffingwell""]"
CCCCO,263,"['winey', 'fruity', 'amyl', 'rancid', 'characteristic', 'sweet', 'banana', 'alcohol', 'fusel', 'medicine', 'fruit', 'fermented', 'oily', 'whiskey', 'balsamic', 'pear', 'breathtaking', 'fusel oil-like', 'alcoholic', 'solvent', 'beverage', 'chemical', 'hydrocarbon', 'medicinal', 'sweet (medicinal)', 'foul', 'fragrant', 'lemon', 'phenolic', 'minty', 'non-citrusfruity', 'non-fooditems', 'popcorn', 'vanilla', 'terpenes', 'pine', 'woody']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)/C(=C/C)/C,5352450,"['herbal', 'gassy', 'ethereal', 'floral', 'fruity', 'warm', 'sweet herbaceous', 'fruity caramellic', 'chamomille notes', 'caramellic', 'chamomile', 'sweet', 'aromatic', 'fragrant', 'herbaceous', 'lemon', 'nature', 'popcorn', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)/C(=C\C)/C,5364789,"['herbal', 'winey', 'caramelic', 'rose', 'spicy', 'fruity', 'sweet', 'floral with winey', 'chamomille notes', 'caramellic', 'chamomile', 'floral', 'aromatic', 'beverage', 'caramel', 'camomile', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)/C=C/C(=O)OCCCC,5271570,['herbal'],"[""arctander_1960""]"
CCCCOC(=O)/C=C/C1=CC=CC=C1,5273465,"['floral aroma??????', 'floral', 'sweet', 'spicy', 'cocoa', 'fruity', 'balsamic', 'fruity-cocoa notes', 'chocolate', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'woody', 'resinous']","[""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)/C=C/C=C/C,5369076,"['fruity', 'green-tropical', 'waxy', 'green', 'tropical']","[""leffingwell""]"
CCCCOC(=O)/C=C/SC,71587283,"['fruity', 'acidic']","[""goodscents""]"
CCCCOC(=O)/C=C\C(=O)[O-],86595084,['winey'],"[""arctander_1960""]"
CCCCOC(=O)C,31272,"['pear', 'berry', 'ethereal', 'fruity', 'banana', 'sweet', 'pleasant', 'solvent', 'sharp', 'strong', 'pineapple notes', 'pineapple', 'chemical', 'hydrocarbon', 'ether', 'sweet solvent', 'fragrant', 'green', 'fuel', 'gasstation', 'grassy', 'woody', 'grassy(green', 'sharp)', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'other', 'pungent', 'sickening', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(=C)C,7354,"['herbal', 'winey', 'gassy', 'ethereal', 'sweet', 'slightly fruity and herbaceous taste', 'fruity']","[""arctander_1960"", ""leffingwell""]"
CCCCOC(=O)C(=O)[O-],21904025,"['winey', 'fruity']","[""arctander_1960""]"
CCCCOC(=O)C(C)(C)C,138420,"['fruity', 'apple', 'somewhat herbaceous', 'herbal']","[""leffingwell""]"
CCCCOC(=O)C(C)C,7353,"['pineapple', 'fruity', 'apple', 'banana', 'sweet', 'melon', 'cheesy', 'green', 'tropical', 'tutti frutti', 'citrus', 'pear', 'strong', 'fruity odor', 'pineapple-apple-tropical like taste', 'chemical', 'hydrocarbon', 'tutty-fruity', 'dairy', 'cheese', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(C)CC,61812,"['cocoa', 'fruit', 'herbal', 'fruity', 'grassy', 'jammy', 'green', 'ethereal', 'celery', 'tropical', 'peach', 'apple-pineapple', 'tropical odor', 'pineapple', 'apple', 'tropical taste', 'caramel', 'chocolate', 'food', 'fragrant', 'sweet', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(C)CCC,95539,"['floral', 'herbal', 'rose', 'fruity', 'chamomile', 'aromatic', 'typical herbaceous', 'fruity camomille flower character', 'camomile', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'sweet', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(C)O,8738,"['buttery', 'fruity', 'caramelic', 'butter', 'vanilla', 'earthy', 'winey', 'melon rind', 'kiwi', 'apple', 'dairy', 'creamy', 'green', 'milky', 'waxy', 'soapy', 'apple skin', 'cheesy', 'ketonic', 'lactonic', 'light', 'sweet', 'caramellic odor', 'nutty flavor', 'caramellic', 'chemical', 'hydrocarbon', 'cheese', 'mushroom', 'musty', 'moldy', 'foul', 'fermented', 'fragrant', 'lemon', 'microbiological', 'nature', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(C)OC(=O)C,223944,"['somehate fruity', 'milky', 'cream', 'fruity', 'creamy']","[""leffingwell""]"
CCCCOC(=O)C(C)OC(=O)CCC,24114,"['sour', 'fruity', 'floral aroma??????', 'floral', 'fatty', 'sweaty', 'buttermilk', 'creamy', 'green', 'dairy', 'cheesy', 'buttery', 'waxy', 'sweet-sour-fruity-buttermilk odor', 'milky flavor', 'sweet', 'bakery', 'caramel', 'cheese', 'milky', 'fragrant', 'lemon', 'microbiological', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'rancid', 'putrid', 'sharp', 'pungent', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,50897,['odorless'],"[""sharma_2021b""]"
CCCCOC(=O)C(C)S,14181799,"['sulfurous', 'meaty and brothy', 'vegetative', 'tropical fruity in dilution', 'vegetable', 'meaty', 'fruity', 'tropical', 'brothy']","[""leffingwell""]"
CCCCOC(=O)C(CC)C(=O)[O-],71391764,"['winey', 'oily']","[""arctander_1960""]"
CCCCOC(=O)C/C=C/CC,87287812,"['fruity', 'green', 'apple', 'tropical notes', 'tropical']","[""leffingwell""]"
CCCCOC(=O)C1(C(O1)C)C2=CC=CC=C2,140045950,"['heavy fruity jammy notes', 'fruity']","[""leffingwell""]"
CCCCOC(=O)C1=CC(=C(C=C1)O)OC,79298,"['very faint sweet balsamic-vanillic odor with floral undertones.', 'balsamic', 'floral', 'sweet']","[""leffingwell""]"
CCCCOC(=O)C1=CC=C(C=C1)N,2482,['odorless'],"[""sharma_2021b""]"
CCCCOC(=O)C1=CC=C(C=C1)O,7184,"['fermented fruit??????', 'fermented', 'fruity', 'odorless', 'phenolic', 'faint', 'almost odorless and tasteless', 'antimicrobial preservative', 'minty', 'camphor']","[""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C1=CC=C(C=C1)OC,96168,"['mimosa', 'floral']","[""arctander_1960""]"
CCCCOC(=O)C1=CC=CC=C1,8698,"['woody', 'spicy', 'balsamic', 'floral', 'amber', 'fruity', 'mild', 'fruity balsamic with a woody spicy note', 'buildingmaterials&construction', 'food', 'spices', 'fragrant', 'grassy', 'lemon', 'minty', 'mossywoods', 'nature', 'popcorn', 'softoriental', 'sweet', 'resinous']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,3026,"['aromatic', 'faint']","[""flavordb"", ""goodscents""]"
CCCCOC(=O)C1=CC=CC=C1N,24433,"['orange-blossom', 'fruity', 'floral', 'floral aroma??????', 'sweet', 'petitgrain', 'plum', 'berry', 'grape', 'winey', 'powdery', 'neroli', 'green', 'grape-like and fruity with winey white-flower & berry notes', 'beverage', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'softfloral', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C1=CC=CC=C1O,16330,"['herbal', 'floral', 'fruity', 'ethyl', 'benzoate', 'clover', 'harsh', 'aromatic', 'chemical', 'hydrocarbon', 'medicinal', 'orchid', 'fragrant', 'herbaceous', 'alcohol', 'phenolic', 'minty', 'nature', 'plant', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""sharma_2021b""]"
CCCCOC(=O)C1=CC=CO1,11409,"['brandy', 'woody', 'floral', 'orchid', 'fruity', 'somewhat caramellic flavor', 'caramellic', 'fragrant', 'nature']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)C1=CN=CC=C1,81353,"['tobacco', 'mushroom']","[""arctander_1960""]"
CCCCOC(=O)C1CCCCC1,81040,"['woody', 'fruity', 'aromatic', 'green']","[""arctander_1960"", ""goodscents""]"
CCCCOC(=O)C=CC,23726,"['fruity', 'green', 'herbal', 'pineapple', 'rum', 'cognac', 'apple in dilution', 'apple']","[""leffingwell""]"
CCCCOC(=O)C=CC1=CC=CC=C1,10861,"['floral', 'fruity', 'balsamic', 'oily']","[""arctander_1960""]"
CCCCOC(=O)C=CC1=CC=CO1,54038533,"['herbal', 'musty', 'green', 'floral']","[""arctander_1960""]"
CCCCOC(=O)C=CCCC,575426,"['green', 'fruity', 'somewhat banana & apple nuances', 'apple', 'banana']","[""leffingwell""]"
CCCCOC(=O)CC,11529,"['ethereal', 'sweet', 'estery', 'rummy', 'ripe', 'rose', 'banana', 'fruity', 'cherry', 'earthy', 'tutti frutti', 'rum', 'apricot', 'banana odor and fruity', 'rum-like taste', 'beverage', 'chemical', 'hydrocarbon', 'tutty-fruity', 'musty', 'moldy', 'floral', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'terpenes', 'pine', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CC(=O)C,11576,"['brandy', 'winey', 'fruity', 'fermented fruit??????', 'fermented', 'sweet', 'brandy-like', 'fermented-fruit-like odor', 'beverage', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CC(=O)OCC,5140436,"['oily', 'green-winey', 'apple odor and fruity herbal-green', 'slight woody taste', 'green', 'apple', 'winey']","[""leffingwell""]"
CCCCOC(=O)CC(=O)[O-],22057022,"['winey', 'ethereal', 'fruity']","[""arctander_1960""]"
CCCCOC(=O)CC(C(=O)OCCCC)O,95385,"['weak fruity', 'oily-fatty', 'weak fermented notes', 'oily', 'fruity', 'fatty', 'fermented']","[""leffingwell""]"
CCCCOC(=O)CC(C(C(=O)C)C(=O)OCCCC)(C(=O)OCCCC)O,10222764,"['herbal', 'winey', 'fruity']","[""arctander_1960""]"
CCCCOC(=O)CC(C)C,7981,"['apple', 'ethereal', 'fruity', 'sweet', 'pineapple', 'pear', 'green', 'pungent', 'peach', 'apple-banana odor', 'pineapple fruity taste', 'banana', 'chemical', 'hydrocarbon', 'ether', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'sharp', 'sickening', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)O,6507,"['herbal', 'plastic', 'virtually odorless', 'used as a solvent', 'odorless']","[""goodscents"", ""leffingwell""]"
CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,6505,"['herbaceous', 'sweet', 'herbal', 'odorless', 'winey', 'very weak', 'fruity odor', 'fruity', 'aromatic', 'beverage', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CC1=CC=CC=C1,31210,"['animal', 'rose', 'honey', 'sweet', 'floral', 'cocoa', 'hay', 'chocolate', 'rose-honey aroma', 'sweet honey taste', 'caramel', 'food', 'fragrant', 'grassy', 'woody', 'herbaceous', 'nature']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CC=CC,140615,"['herbal', 'chamomile', 'aromatic', 'floral', 'camomile', 'fragrant', 'herbaceous', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CCCCOC(=O)CCC,7983,"['fruity', 'pineapple', 'banana', 'floral aroma??????', 'floral', 'sweet', 'ripe', 'juicy fruit', 'fresh', 'green', 'cherry', 'fruit tropical fruit', 'fruit ripe fruit', 'raspberry', 'blueberry', 'strong', 'banana-pear-pineapple-apple notes', 'apple', 'pear', 'fragrant', 'juicy', 'peach', 'tropical', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'other', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CCC(=O)C,16331,"['herbal', 'fruity', 'caramelic', 'caramellic', 'savory', 'waxy', 'caramel', 'weak', 'sweet', 'waxy-fatty', 'slight astringency', 'fatty', 'aromatic', 'fragrant', 'herbaceous', 'lemon', 'nature', 'salty', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CCC(=O)OCCCC,8830,"['mild  fruity-winey fermented notes', 'fruity', 'winey', 'fermented']","[""leffingwell""]"
CCCCOC(=O)CCC(=O)[O-],21868199,['musky'],"[""arctander_1960""]"
CCCCOC(=O)CCC1=CC=CO1,566345,"['brandy', 'woody', 'ethereal']","[""arctander_1960""]"
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,7986,"['fruity', 'oily', 'odorless', 'nearly odorless yet a faint', 'fruity odor and taste', 'fragrant', 'lemon', 'nature', 'non-fooditems', 'popcorn', 'sweet']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)CCCCCCCCC=C,61027,"['fatty', 'buttery', 'winey', 'brandy', 'floral', 'fruity', 'fusel', 'oily', 'fatty-waxy', 'wine-brandy notes', 'creamy buttery', 'fatty vinous taste', 'waxy', 'bakery', 'beverage', 'caramel', 'chemical', 'hydrocarbon', 'dairy', 'fragrant', 'soapy', 'lemon', 'nature', 'popcorn', 'sweet']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,6819,['odorless'],"[""goodscents"", ""sharma_2021b""]"
CCCCOC(=O)COC(=O)CCC,95007,"['fruity', 'caramellic', 'somehat creamy', 'fatty and dairy-like', 'creamy', 'fatty', 'dairy']","[""leffingwell""]"
CCCCOC(=O)CS,82321,['fruity'],"[""arctander_1960""]"
CCCCOC(=O)[C@H](C)O,6999977,"['sweet', 'fermented', 'mushroom', 'fruity', 'creamy', 'milky', 'dairy', 'earthy', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CCCCOC(=S)C(=C)C,87985826,"['fruity odor', 'useful in plum & grape', 'fruit flavors', 'fruity']","[""leffingwell""]"
CCCCOC(=S)C(C)C,154236401,"['sulfury', 'rubbery', 'fruity', 'mushroom-like', 'kohlrabi', 'radish-like', 'radish', 'sulfurous', 'mushroom']","[""leffingwell""]"
CCCCOC(C)OC,12651581,"['ethereal', 'green', 'alcoholic', 'cognac', 'somewhat vegetable', 'vegetable']","[""leffingwell""]"
CCCCOC(C)OCC,552119,"['winey', 'rummy', 'brandy', 'ethereal', 'green', 'somewhat fruity', 'alcoholic', 'cognac', 'fruity', 'beverage']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
